GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr	study_items	common1	common2	in_pop	total_pop	fold_enrichment
GO:0051174	BP	e	regulation of phosphorus metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P07654, P0AGH8	tyrA	hisH	8	2633	329.125
GO:0098661	BP	e	inorganic anion transmembrane transport	2/2	8/2633	8.080742781878116e-06	7.0	2.0	0.0	P07654, P0AGH8	lysA	ilvE	8	2633	329.125
GO:0015988	BP	e	energy coupled proton transmembrane transport, against electrochemical gradient	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P0AFE8, P0AFF0	valS	tyrS	8	2633	329.125
GO:0000162	BP	e	tryptophan biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P0A877, P0A879	yaeT	bamB	8	2633	329.125
GO:0009089	BP	e	lysine biosynthetic process via diaminopimelate	2/2	8/2633	8.080742781878116e-06	11.0	2.0	0.002	P00561, P00861	nuoE	nuoN	8	2633	329.125
GO:0006541	BP	e	glutamine metabolic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P0AG16, P15254	der	prfC	8	2633	329.125
GO:0070069	CC	e	cytochrome complex	2/2	8/2633	8.080742781878116e-06	2.0	2.0	0.0	P0ABJ3, P0ABJ6	cyoC	cyoD	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06988, P60595	hisD	hisH	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06988, P60595	hisD	hisH	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06988, P06989	hisD	hisI	8	2633	329.125
GO:0015990	BP	e	electron transport coupled proton transport	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.0	P0AFE8, P33607	nuoM	nuoL	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06988, P06989	hisD	hisI	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06988, P06989	hisD	hisI	8	2633	329.125
GO:0015988	BP	e	energy coupled proton transmembrane transport, against electrochemical gradient	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P0AFE8, P33607	nuoM	nuoL	8	2633	329.125
GO:0044550	BP	e	secondary metabolite biosynthetic process	2/2	8/2633	8.080742781878116e-06	3.0	2.0	0.0	P11454, P15047	hisH	hisG	8	2633	329.125
GO:0009712	BP	e	catechol-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P11454, P15047	hisH	hisG	8	2633	329.125
GO:0009237	BP	e	siderophore metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P11454, P15047	hisH	hisG	8	2633	329.125
GO:0009238	BP	e	enterobactin metabolic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.0	P11454, P15047	hisH	hisG	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06989, P60595	metB	cysK	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06989, P60664	hisI	hisF	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06989, P60664	hisI	hisF	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06989, P60664	hisI	hisF	8	2633	329.125
GO:0043545	BP	e	molybdopterin cofactor metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P30745, P32173	entF	entA	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P60595, P60757	rffD	rffH	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06988, P60595	hisD	hisH	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P60595, P60757	carB	glnA	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P60595, P60757	carB	glnA	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P60664, P60757	tyrA	hisF	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P60664, P60757	tyrA	hisF	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P60664, P60757	ymdB	ygfY	8	2633	329.125
GO:0031237	CC	e	intrinsic component of periplasmic side of plasma membrane	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P0ABM9, P18775	glnA	purL	8	2633	329.125
GO:0070069	CC	e	cytochrome complex	2/2	8/2633	8.080742781878116e-06	2.0	2.0	0.0	P0ABJ9, P0ABK2	proB	proC	8	2633	329.125
GO:0043545	BP	e	molybdopterin cofactor metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P12281, P30749	carB	carA	8	2633	329.125
GO:0006541	BP	e	glutamine metabolic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P0A9C5, P15254	atpF	atpD	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06986, P06989	entB	entF	8	2633	329.125
GO:0046451	BP	e	diaminopimelate metabolic process	2/2	8/2633	8.080742781878116e-06	7.0	2.0	0.002	P00561, P00861	nuoE	nuoN	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06986, P06989	entB	entF	8	2633	329.125
GO:0009089	BP	e	lysine biosynthetic process via diaminopimelate	2/2	8/2633	8.080742781878116e-06	11.0	2.0	0.0	P00561, P03030	thrA	lysR	8	2633	329.125
GO:0046451	BP	e	diaminopimelate metabolic process	2/2	8/2633	8.080742781878116e-06	7.0	2.0	0.0	P00561, P03030	thrA	lysR	8	2633	329.125
GO:0008320	MF	e	protein transmembrane transporter activity	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P69423, P69428	tatC	tatA	8	2633	329.125
GO:0006541	BP	e	glutamine metabolic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P0A6F1, P15254	carA	argE	8	2633	329.125
GO:0006541	BP	e	glutamine metabolic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P00968, P0A9C5	cydA	cydB	8	2633	329.125
GO:0015988	BP	e	energy coupled proton transmembrane transport, against electrochemical gradient	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P0ABJ3, P0ABJ6	cyoC	cyoD	8	2633	329.125
GO:0009099	BP	e	valine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P05793, P0AB80	ilvC	ilvE	8	2633	329.125
GO:0015990	BP	e	electron transport coupled proton transport	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.0	P0ABJ3, P0ABJ6	cyoC	cyoD	8	2633	329.125
GO:0046907	BP	e	intracellular transport	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P69423, P69428	moeA	moaE	8	2633	329.125
GO:0015990	BP	e	electron transport coupled proton transport	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.002	P0AFC7, P33607	nuoB	nuoL	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06989, P60595	sirA	yheN	8	2633	329.125
GO:0046219	BP	e	indolalkylamine biosynthetic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P0A877, P0A879	yaeT	bamB	8	2633	329.125
GO:0015990	BP	e	electron transport coupled proton transport	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.002	P0ABI8, P0ABJ6	nuoH	nuoJ	8	2633	329.125
GO:0042819	BP	e	vitamin B6 biosynthetic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.002	P05459, P23721	infC	rplD	8	2633	329.125
GO:0042816	BP	e	vitamin B6 metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.002	P05459, P23721	ilvA	nadA	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P06988, P60757	hisD	hisG	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.002	P06988, P60757	hisD	hisG	8	2633	329.125
GO:0070069	CC	e	cytochrome complex	2/2	8/2633	8.080742781878116e-06	2.0	2.0	0.006	P0ABJ1, P0ABJ3	cyoA	cyoC	8	2633	329.125
GO:0009238	BP	e	enterobactin metabolic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.0	P0AEJ2, P15047	argG	metE	8	2633	329.125
GO:0045182	MF	e	translation regulator activity	2/2	8/2633	8.080742781878116e-06	1.0	2.0	0.0	P0A707, P60723	argC	argH	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.002	P06988, P10371	hisD	hisA	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.002	P06988, P10371	hisD	hisA	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06986, P10371	pyrF	pyrD	8	2633	329.125
GO:0015990	BP	e	electron transport coupled proton transport	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.006	P0ABJ1, P0ABJ3	thiE	thiG	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.002	P06988, P60757	hisD	hisG	8	2633	329.125
GO:0015988	BP	e	energy coupled proton transmembrane transport, against electrochemical gradient	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.006	P0ABJ1, P0ABJ3	fixB	fixC	8	2633	329.125
GO:0003735	MF	e	structural constituent of ribosome	2/2	8/2633	8.080742781878116e-06	2.0	2.0	0.004	P0A7L0, P60723	rplA	rplD	8	2633	329.125
GO:0044550	BP	e	secondary metabolite biosynthetic process	2/2	8/2633	8.080742781878116e-06	3.0	2.0	0.0	P0AEJ2, P15047	purL	purU	8	2633	329.125
GO:0051174	BP	e	regulation of phosphorus metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.004	P07654, P0AG82	nagE	potE	8	2633	329.125
GO:0019220	BP	e	regulation of phosphate metabolic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.004	P07654, P0AG82	der	infC	8	2633	329.125
GO:0009712	BP	e	catechol-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P0AEJ2, P15047	purL	purU	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.0	P06986, P06988	hisC	hisD	8	2633	329.125
GO:0009237	BP	e	siderophore metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P0AEJ2, P15047	purL	purU	8	2633	329.125
GO:0044550	BP	e	secondary metabolite biosynthetic process	2/2	8/2633	8.080742781878116e-06	3.0	2.0	0.002	P0ADI4, P10378	pdxA	nadC	8	2633	329.125
GO:0009712	BP	e	catechol-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.002	P0ADI4, P10378	pdxA	nadC	8	2633	329.125
GO:0046451	BP	e	diaminopimelate metabolic process	2/2	8/2633	8.080742781878116e-06	7.0	2.0	0.0	P03030, P23721	purL	argE	8	2633	329.125
GO:0070069	CC	e	cytochrome complex	2/2	8/2633	8.080742781878116e-06	2.0	2.0	0.002	P0ABI8, P0ABJ6	cyoB	cyoD	8	2633	329.125
GO:0015988	BP	e	energy coupled proton transmembrane transport, against electrochemical gradient	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P0AFC7, P33607	nuoB	nuoL	8	2633	329.125
GO:0009238	BP	e	enterobactin metabolic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.002	P0ADI4, P10378	glyA	thiC	8	2633	329.125
GO:0009237	BP	e	siderophore metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.002	P0ADI4, P10378	lysA	thiH	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.0	P06986, P06988	hisC	hisD	8	2633	329.125
GO:0015988	BP	e	energy coupled proton transmembrane transport, against electrochemical gradient	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P0ABI8, P0ABJ6	nuoH	nuoJ	8	2633	329.125
GO:0009250	BP	e	glucan biosynthetic process	2/2	8/2633	8.080742781878116e-06	7.0	2.0	0.004	P37653, P37655	purF	purL	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P06988, P10371	hisD	hisA	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06986, P06988	hisC	hisD	8	2633	329.125
GO:0052803	BP	e	imidazole-containing compound metabolic process	2/2	8/2633	8.080742781878116e-06	4.0	2.0	0.002	P06987, P06988	hisB	hisD	8	2633	329.125
GO:0042816	BP	e	vitamin B6 metabolic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.002	P19624, P23721	pdxA	serC	8	2633	329.125
GO:0009089	BP	e	lysine biosynthetic process via diaminopimelate	2/2	8/2633	8.080742781878116e-06	11.0	2.0	0.0	P03030, P23721	pyrF	pyrD	8	2633	329.125
GO:0000162	BP	e	tryptophan biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P0A879, P10371	cysP	cysU	8	2633	329.125
GO:0006547	BP	e	histidine metabolic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.002	P06987, P06988	hisB	hisD	8	2633	329.125
GO:0042559	BP	e	pteridine-containing compound biosynthetic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P08192, P0ABQ4	tolB	tolR	8	2633	329.125
GO:0042819	BP	e	vitamin B6 biosynthetic process	2/2	8/2633	8.080742781878116e-06	6.0	2.0	0.002	P19624, P23721	pdxA	serC	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.002	P06987, P06988	hisB	hisD	8	2633	329.125
GO:0009396	BP	e	folic acid-containing compound biosynthetic process	2/2	8/2633	8.080742781878116e-06	7.0	2.0	0.0	P08192, P0ABQ4	tolB	tolR	8	2633	329.125
GO:0000105	BP	e	histidine biosynthetic process	2/2	8/2633	8.080742781878116e-06	9.0	2.0	0.0	P06986, P10371	pyrF	pyrD	8	2633	329.125
GO:0046219	BP	e	indolalkylamine biosynthetic process	2/2	8/2633	8.080742781878116e-06	8.0	2.0	0.002	P0A879, P10371	cysP	cysU	8	2633	329.125
GO:0042435	BP	e	indole-containing compound biosynthetic process	2/2	8/2633	8.080742781878116e-06	5.0	2.0	0.0	P0A877, P0A879	yaeT	bamB	8	2633	329.125
GO:0004003	MF	e	ATP-dependent DNA helicase activity	2/2	8/2633	8.080742781878116e-06	10.0	2.0	0.004	P03018, P08394	nuoG	nuoL	8	2633	329.125
GO:0050136	MF	e	NADH dehydrogenase (quinone) activity	2/2	9/2633	1.0389526433843302e-05	5.0	2.0	0.0	P0AFC3, P0AFE4	atpB	atpE	9	2633	292.55555555555554
GO:1901068	BP	e	guanosine-containing compound metabolic process	2/2	9/2633	1.0389526433843302e-05	9.0	2.0	0.0	P12281, P30749	carB	carA	9	2633	292.55555555555554
GO:0046184	BP	e	aldehyde biosynthetic process	2/2	9/2633	1.0389526433843302e-05	4.0	2.0	0.002	P19624, P23721	pdxA	serC	9	2633	292.55555555555554
GO:0019646	BP	e	aerobic electron transport chain	2/2	9/2633	1.0389526433843302e-05	7.0	2.0	0.002	P0ABJ1, P0ABJ6	atpF	atpE	9	2633	292.55555555555554
GO:0051189	BP	e	prosthetic group metabolic process	2/2	9/2633	1.0389526433843302e-05	4.0	2.0	0.0	P12281, P30749	carB	carA	9	2633	292.55555555555554
GO:0017004	BP	e	cytochrome complex assembly	2/2	9/2633	1.0389526433843302e-05	6.0	2.0	0.0	P0ABM9, P33927	nuoJ	nuoG	9	2633	292.55555555555554
GO:0018958	BP	e	phenol-containing compound metabolic process	2/2	9/2633	1.0389526433843302e-05	4.0	2.0	0.002	P0ADI4, P10378	tolR	tatA	9	2633	292.55555555555554
GO:0072511	BP	e	divalent inorganic cation transport	2/2	9/2633	1.0389526433843302e-05	6.0	2.0	0.0	P39172, P39832	hisI	trpA	9	2633	292.55555555555554
GO:0008137	MF	e	NADH dehydrogenase (ubiquinone) activity	2/2	9/2633	1.0389526433843302e-05	6.0	2.0	0.0	P0AFC7, P33602	mipA	lpp	9	2633	292.55555555555554
GO:0019184	BP	e	nonribosomal peptide biosynthetic process	2/2	9/2633	1.0389526433843302e-05	7.0	2.0	0.002	P0ADI4, P10378	glyA	thiC	9	2633	292.55555555555554
GO:0050136	MF	e	NADH dehydrogenase (quinone) activity	2/2	9/2633	1.0389526433843302e-05	5.0	2.0	0.0	P0AFC7, P33602	mipA	lpp	9	2633	292.55555555555554
GO:0016814	MF	e	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	2/2	9/2633	1.0389526433843302e-05	4.0	2.0	0.004	P06989, P15639	pyrE	thiD	9	2633	292.55555555555554
GO:0051189	BP	e	prosthetic group metabolic process	2/2	9/2633	1.0389526433843302e-05	4.0	2.0	0.002	P12281, P30748	fepA	fepC	9	2633	292.55555555555554
GO:0051189	BP	e	prosthetic group metabolic process	2/2	9/2633	1.0389526433843302e-05	4.0	2.0	0.002	P30745, P32173	entF	entA	9	2633	292.55555555555554
GO:0019646	BP	e	aerobic electron transport chain	2/2	9/2633	1.0389526433843302e-05	7.0	2.0	0.0	P0ABJ9, P0ABK2	aroE	serC	9	2633	292.55555555555554
GO:0018958	BP	e	phenol-containing compound metabolic process	2/2	9/2633	1.0389526433843302e-05	4.0	2.0	0.002	P11454, P15047	hisH	hisG	9	2633	292.55555555555554
GO:0008137	MF	e	NADH dehydrogenase (ubiquinone) activity	2/2	9/2633	1.0389526433843302e-05	6.0	2.0	0.0	P0AFC3, P0AFE4	atpB	atpE	9	2633	292.55555555555554
GO:0019184	BP	e	nonribosomal peptide biosynthetic process	2/2	9/2633	1.0389526433843302e-05	7.0	2.0	0.002	P11454, P15047	hisH	hisG	9	2633	292.55555555555554
GO:0071806	BP	e	protein transmembrane transport	2/2	9/2633	1.0389526433843302e-05	8.0	2.0	0.0	P69423, P69428	moeA	moaE	9	2633	292.55555555555554
GO:0042723	BP	e	thiamine-containing compound metabolic process	2/2	9/2633	1.0389526433843302e-05	5.0	2.0	0.004	P30139, P76422	malG	malK	9	2633	292.55555555555554
GO:0006586	BP	e	indolalkylamine metabolic process	2/2	9/2633	1.0389526433843302e-05	7.0	2.0	0.002	P0A879, P10371	purM	purU	9	2633	292.55555555555554
GO:0006568	BP	e	tryptophan metabolic process	2/2	9/2633	1.0389526433843302e-05	8.0	2.0	0.002	P0A879, P10371	purM	purU	9	2633	292.55555555555554
GO:0050136	MF	e	NADH dehydrogenase (quinone) activity	2/2	9/2633	1.0389526433843302e-05	5.0	2.0	0.004	P0AFF0, P33599	ccmH	ccmF	9	2633	292.55555555555554
GO:0019646	BP	e	aerobic electron transport chain	2/2	9/2633	1.0389526433843302e-05	7.0	2.0	0.0	P0ABJ3, P0ABJ6	cyoC	cyoD	9	2633	292.55555555555554
GO:0070838	BP	e	divalent metal ion transport	2/2	9/2633	1.0389526433843302e-05	7.0	2.0	0.0	P39172, P39832	hisI	trpA	9	2633	292.55555555555554
GO:0008137	MF	e	NADH dehydrogenase (ubiquinone) activity	2/2	9/2633	1.0389526433843302e-05	6.0	2.0	0.002	P0AFE0, P33602	fliD	fliS	9	2633	292.55555555555554
GO:0050136	MF	e	NADH dehydrogenase (quinone) activity	2/2	9/2633	1.0389526433843302e-05	5.0	2.0	0.002	P0AFE0, P33602	ygaU	narX	9	2633	292.55555555555554
GO:0006743	BP	e	ubiquinone metabolic process	2/2	9/2633	1.0389526433843302e-05	6.0	2.0	0.002	P25534, P75728	hisA	hisG	9	2633	292.55555555555554
GO:0046184	BP	e	aldehyde biosynthetic process	2/2	9/2633	1.0389526433843302e-05	4.0	2.0	0.0	P05459, P19624	glyA	thiG	9	2633	292.55555555555554
GO:0071806	BP	e	protein transmembrane transport	2/2	9/2633	1.0389526433843302e-05	8.0	2.0	0.0	P69423, P69425	tatC	tatB	9	2633	292.55555555555554
GO:0008137	MF	e	NADH dehydrogenase (ubiquinone) activity	2/2	9/2633	1.0389526433843302e-05	6.0	2.0	0.004	P0AFF0, P33599	puuC	aldA	9	2633	292.55555555555554
GO:0006744	BP	e	ubiquinone biosynthetic process	2/2	9/2633	1.0389526433843302e-05	7.0	2.0	0.002	P25534, P75728	hisA	hisG	9	2633	292.55555555555554
GO:0018958	BP	e	phenol-containing compound metabolic process	2/2	9/2633	1.0389526433843302e-05	4.0	2.0	0.0	P0ADI4, P0AEJ2	uvrA	uvrC	9	2633	292.55555555555554
GO:0019184	BP	e	nonribosomal peptide biosynthetic process	2/2	9/2633	1.0389526433843302e-05	7.0	2.0	0.0	P0ADI4, P0AEJ2	uvrA	uvrC	9	2633	292.55555555555554
GO:0042930	BP	e	enterobactin transport	2/2	9/2633	1.0389526433843302e-05	11.0	2.0	0.0	P0AEL6, P23876	fepB	fepD	9	2633	292.55555555555554
GO:0042430	BP	e	indole-containing compound metabolic process	2/2	9/2633	1.0389526433843302e-05	4.0	2.0	0.002	P0A879, P10371	purM	purU	9	2633	292.55555555555554
GO:0042723	BP	e	thiamine-containing compound metabolic process	2/2	9/2633	1.0389526433843302e-05	5.0	2.0	0.004	P30137, P76422	leuC	ilvE	9	2633	292.55555555555554
GO:0042930	BP	e	enterobactin transport	2/2	9/2633	1.0389526433843302e-05	11.0	2.0	0.0	P05825, P23878	cyoA	cyoD	9	2633	292.55555555555554
GO:0006772	BP	e	thiamine metabolic process	2/2	9/2633	1.0389526433843302e-05	6.0	2.0	0.004	P30137, P76422	leuC	ilvE	9	2633	292.55555555555554
GO:0008137	MF	e	NADH dehydrogenase (ubiquinone) activity	2/2	9/2633	1.0389526433843302e-05	6.0	2.0	0.0	P0AFC3, P33602	nuoA	nuoG	9	2633	292.55555555555554
GO:0050136	MF	e	NADH dehydrogenase (quinone) activity	2/2	9/2633	1.0389526433843302e-05	5.0	2.0	0.0	P0AFC3, P33602	nuoA	nuoG	9	2633	292.55555555555554
GO:0019646	BP	e	aerobic electron transport chain	2/2	9/2633	1.0389526433843302e-05	7.0	2.0	0.004	P0ABI8, P0ABJ6	nuoH	nuoJ	9	2633	292.55555555555554
GO:0050136	MF	e	NADH dehydrogenase (quinone) activity	2/2	9/2633	1.0389526433843302e-05	5.0	2.0	0.002	P0AFE4, P33602	pyrC	purN	9	2633	292.55555555555554
GO:0019646	BP	e	aerobic electron transport chain	2/2	9/2633	1.0389526433843302e-05	7.0	2.0	0.0	P0ABI8, P0ABJ3	livG	cadB	9	2633	292.55555555555554
GO:0050136	MF	e	NADH dehydrogenase (quinone) activity	2/2	9/2633	1.0389526433843302e-05	5.0	2.0	0.004	P0AFE4, P0AFF0	nuoK	nuoN	9	2633	292.55555555555554
GO:0006743	BP	e	ubiquinone metabolic process	2/2	9/2633	1.0389526433843302e-05	6.0	2.0	0.01	P25535, P26602	carB	purL	9	2633	292.55555555555554
GO:0042430	BP	e	indole-containing compound metabolic process	2/2	9/2633	1.0389526433843302e-05	4.0	2.0	0.002	P0A877, P10371	ruvC	recJ	9	2633	292.55555555555554
GO:0018958	BP	e	phenol-containing compound metabolic process	2/2	9/2633	1.0389526433843302e-05	4.0	2.0	0.0	P0ADI4, P15047	glyA	serB	9	2633	292.55555555555554
GO:0006586	BP	e	indolalkylamine metabolic process	2/2	9/2633	1.0389526433843302e-05	7.0	2.0	0.002	P0A877, P10371	ruvC	recJ	9	2633	292.55555555555554
GO:0071806	BP	e	protein transmembrane transport	2/2	9/2633	1.0389526433843302e-05	8.0	2.0	0.004	P69425, P69428	metF	thiD	9	2633	292.55555555555554
GO:0050136	MF	e	NADH dehydrogenase (quinone) activity	2/2	9/2633	1.0389526433843302e-05	5.0	2.0	0.008	P0AFC7, P0AFE0	entE	entA	9	2633	292.55555555555554
GO:0008137	MF	e	NADH dehydrogenase (ubiquinone) activity	2/2	9/2633	1.0389526433843302e-05	6.0	2.0	0.0	P0AFC3, P0AFF0	nuoA	nuoN	9	2633	292.55555555555554
GO:0019184	BP	e	nonribosomal peptide biosynthetic process	2/2	9/2633	1.0389526433843302e-05	7.0	2.0	0.0	P0ADI4, P15047	glyA	serB	9	2633	292.55555555555554
GO:0006743	BP	e	ubiquinone metabolic process	2/2	9/2633	1.0389526433843302e-05	6.0	2.0	0.0	P0A887, P75728	sucC	sucD	9	2633	292.55555555555554
GO:0008137	MF	e	NADH dehydrogenase (ubiquinone) activity	2/2	9/2633	1.0389526433843302e-05	6.0	2.0	0.008	P0AFC7, P0AFE0	entE	entA	9	2633	292.55555555555554
