ids	Pwy	pcomplex	kegg_modules	operon	regulator_name
1655	PWY-6823	CPLX-8331	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU00300	CueR
1655	PWY-6823	CPLX-8331	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU0-1123	CueR
1655	PWY-6823	CPLX-8331	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU0-7262	ModE
1655	PWY-6823	CPLX-8331	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU00300	ModE
1655	PWY-6823	CPLX-8331	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU0-1123	ModE
1745	PWY-6823	CPLX0-2502	NA	TU0-7262	FNR
1745	PWY-6823	CPLX0-2502	NA	TU00300	FNR
1745	PWY-6823	CPLX0-2502	NA	TU0-1123	FNR
1745	PWY-6823	CPLX0-2502	NA	TU0-7262	CueR
1745	PWY-6823	CPLX0-2502	NA	TU00300	CueR
1745	PWY-6823	CPLX0-2502	NA	TU0-1123	CueR
1745	PWY-6823	CPLX0-2502	NA	TU0-7262	ModE
1745	PWY-6823	CPLX0-2502	NA	TU00300	ModE
1745	PWY-6823	CPLX0-2502	NA	TU0-1123	ModE
1835	PWY-6823	CPLX0-2502	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU0-7262	FNR
1835	PWY-6823	CPLX0-2502	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU00300	FNR
1835	PWY-6823	CPLX0-2502	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU0-1123	FNR
1835	PWY-6823	CPLX0-2502	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU0-7262	CueR
1835	PWY-6823	CPLX0-2502	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU00300	CueR
1835	PWY-6823	CPLX0-2502	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU0-1123	CueR
1835	PWY-6823	CPLX0-2502	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU0-7262	ModE
1835	PWY-6823	CPLX0-2502	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU00300	ModE
1835	PWY-6823	CPLX0-2502	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU0-1123	ModE
2240	NA	NA	NA	TU0-13047	YjjQ
925	NA	NA	NA	TU0-13048	NA
847	NA	NA	NA	TU0-13049	NA
914	PWY-5668	NA	NA	TU0-13049	NA
914	PHOSLIPSYN-PWY	NA	NA	TU0-13049	NA
589	NA	NA	NA	TU0-13049	NA
3657	NA	NA	NA	TU0-8566	NA
1140	NA	ABC-57-CPLX	NA	TU0-13050	CecR
630	NA	NA	NA	TU0-13050	CecR
2495	NA	NA	NA	TU0-13050	CecR
2085	NA	NA	NA	TU0-8500	NA
72	NA	NA	NA	TU0-8567	NA
3931	NA	NA	NA	TU0-6301	LexA
704	NA	CPLX0-8184	NA	TU0-6301	NA
704	NA	CPLX0-8184	NA	TU0-14368	NA
1033	NA	NA	NA	TU0-13051	NA
147	NA	NA	NA	TU0-13052	NA
224	NA	NA	NA	TU0-13053	NA
129	NA	NA	NA	TU0-2521	CRP
129	NA	NA	NA	TU0-2521	Fur
2333	NA	ABC-12-CPLX	NA	TU0-8001	Fis
2333	NA	ABC-12-CPLX	NA	TU00172	Fis
2333	NA	ABC-12-CPLX	NA	TU0-6649	Fis
2333	NA	ABC-12-CPLX	NA	TU0-8001	IHF
2333	NA	ABC-12-CPLX	NA	TU00172	IHF
2333	NA	ABC-12-CPLX	NA	TU0-6649	IHF
2427	NA	ABC-12-CPLX	NA	TU00172	IHF
2427	NA	ABC-12-CPLX	NA	TU0-6649	IHF
2518	NA	ABC-12-CPLX	NA	TU00172	IHF
2518	NA	ABC-12-CPLX	NA	TU0-6649	IHF
398	NA	CPLX0-1521	NA	TU00176	Fis
398	NA	CPLX0-1521	NA	TU00176	IHF
398	NA	CPLX0-1521	NA	TU00176	H-NS
398	NA	CPLX0-1521	NA	TU00176	OxyR
398	NA	CPLX0-1521	NA	TU00176	MntR
1010	NA	NA	NA	TU0-13058	NA
3808	NA	NA	NA	TU0-14688	FNR
3808	NA	NA	NA	TU0-8812	FNR
1176	NA	NA	NA	TU0-8569	NA
777	NA	CPLX0-7672	NA	TU0-13059	NA
3761	NA	NA	NA	TU0-13059	NA
851	PWY0-1586	NA	NA	TU0-8334	CRP
851	PWY0-1586	NA	NA	TU0-8334	Rob
2608	NA	NA	NA	TU0-8503	AscG
2608	NA	NA	NA	TU0-8503	CRP
363	NA	NA	NA	TU0-13060	NA
917	GLUCOSE1PMETAB-PWY	NA	NA	TU0-13061	NA
3	NA	NA	NA	TU0-13062	NA
1791	NA	NA	NA	TU0-13062	NA
1292	PWY-6823	CPLX0-8045	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU00302	ArcA
1292	PWY-6823	CPLX0-8045	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU00302	FNR
1292	PWY-6823	CPLX0-8045	eco_M00880  Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	TU00302	NarL
3598	ASPASN-PWY	CPLX0-263	NA	TU0-13063	NA
3598	ASPARAGINE-DEG1-PWY	CPLX0-263	NA	TU0-13063	NA
1971	NA	ABC-49-CPLX	NA	TU0-13063	NA
3675	NA	ABC-49-CPLX	NA	TU0-13063	NA
993	NA	NA	NA	TU0-13064	NA
1066	NA	NA	NA	TU0-13064	NA
1144	NA	NA	NA	TU0-8632	NA
3186	NA	NA	NA	TU0-13065	NA
622	NA	NA	NA	TU0-13066	NA
632	NA	NA	NA	TU0-8633	NA
291	PWY0-1586	NA	NA	TU0-8782	BolA
83	NA	NA	NA	TU0-13067	NA
2063	NA	NA	NA	TU0-14699	NA
2063	NA	NA	NA	TU423	NA
439	NA	NA	NA	TU0-13068	NA
780	NA	NA	NA	TU0-13069	NA
695	NA	NA	NA	TU0-13071	NA
1095	NA	NA	NA	TU0-8672	NA
1387	GLUT-REDOX-PWY	NA	NA	TU721	OxyR
1387	PWY-4621	NA	NA	TU721	OxyR
513	NA	NA	NA	TU0-2101	OxyR
513	NA	NA	NA	TU0-2101	SoxS
513	NA	NA	NA	TU0-2101	Rob
513	NA	NA	NA	TU0-2101	MarA
999	NA	CPLX0-244	NA	TU0-2101	OxyR
999	NA	CPLX0-244	NA	TU0-2101	SoxS
999	NA	CPLX0-244	NA	TU0-2101	Rob
999	NA	CPLX0-244	NA	TU0-2101	MarA
2296	NA	CPLX0-7946	NA	TU0-2101	OxyR
2296	NA	CPLX0-7946	NA	TU0-2121	OxyR
2296	NA	CPLX0-7946	NA	TU0-2101	SoxS
2296	NA	CPLX0-7946	NA	TU0-2121	SoxS
2296	NA	CPLX0-7946	NA	TU0-2101	Rob
2296	NA	CPLX0-7946	NA	TU0-2121	Rob
2296	NA	CPLX0-7946	NA	TU0-2101	MarA
2296	NA	CPLX0-7946	NA	TU0-2121	MarA
593	NA	NA	NA	TU0-2101	OxyR
593	NA	NA	NA	TU0-2121	OxyR
593	NA	NA	NA	TU0-14516	OxyR
593	NA	NA	NA	TU0-2101	SoxS
593	NA	NA	NA	TU0-2121	SoxS
593	NA	NA	NA	TU0-14516	SoxS
593	NA	NA	NA	TU0-2101	Rob
593	NA	NA	NA	TU0-2121	Rob
593	NA	NA	NA	TU0-14516	Rob
593	NA	NA	NA	TU0-2101	MarA
593	NA	NA	NA	TU0-2121	MarA
593	NA	NA	NA	TU0-14516	MarA
2157	NA	ABC-25-CPLX	NA	TU0-14459	NA
2157	NA	ABC-25-CPLX	NA	TU00322	NA
365	NA	ABC-25-CPLX	NA	TU0-14459	NA
365	NA	ABC-25-CPLX	NA	TU00322	NA
2244	NA	ABC-25-CPLX	NA	TU0-14459	NA
2244	NA	ABC-25-CPLX	NA	TU00322	NA
75	NA	NA	NA	TU0-13072	NA
2390	NA	NA	NA	TU0-13072	NA
2586	NA	ABC-4-CPLX	NA	TU0-8161	ArgR
2336	NA	ABC-4-CPLX	NA	TU0-14678	ArgR
2336	NA	ABC-4-CPLX	NA	TU00240	ArgR
2336	NA	ABC-4-CPLX	NA	TU0-14676	ArgR
2336	NA	ABC-4-CPLX	NA	TU0-14677	ArgR
2336	NA	CPLX0-8120	NA	TU0-14678	ArgR
2336	NA	CPLX0-8120	NA	TU00240	ArgR
2336	NA	CPLX0-8120	NA	TU0-14676	ArgR
2336	NA	CPLX0-8120	NA	TU0-14677	ArgR
2431	NA	ABC-4-CPLX	NA	TU0-14678	ArgR
2431	NA	ABC-4-CPLX	NA	TU00240	ArgR
2431	NA	ABC-4-CPLX	NA	TU0-14676	ArgR
2431	NA	ABC-4-CPLX	NA	TU0-14677	ArgR
2431	NA	CPLX0-8120	NA	TU0-14678	ArgR
2431	NA	CPLX0-8120	NA	TU00240	ArgR
2431	NA	CPLX0-8120	NA	TU0-14676	ArgR
2431	NA	CPLX0-8120	NA	TU0-14677	ArgR
2522	NA	CPLX0-8120	NA	TU0-14678	ArgR
2522	NA	CPLX0-8120	NA	TU00240	ArgR
2522	NA	CPLX0-8120	NA	TU0-14676	ArgR
2522	NA	CPLX0-8120	NA	TU0-14677	ArgR
2612	NA	ABC-4-CPLX	NA	TU0-14678	ArgR
2612	NA	ABC-4-CPLX	NA	TU00240	ArgR
2612	NA	ABC-4-CPLX	NA	TU0-14676	ArgR
2612	NA	ABC-4-CPLX	NA	TU0-14677	ArgR
2612	NA	CPLX0-8120	NA	TU0-14678	ArgR
2612	NA	CPLX0-8120	NA	TU00240	ArgR
2612	NA	CPLX0-8120	NA	TU0-14676	ArgR
2612	NA	CPLX0-8120	NA	TU0-14677	ArgR
665	NA	NA	NA	TU0-8201	NA
722	NA	NA	NA	TU0-13073	NA
768	PWY0-1261	NA	NA	TU0-13073	NA
1290	THREOCAT-PWY	LTAA-CPLX	NA	TU0-13075	NA
1290	THREOCAT-PWY	LTAA-CPLX	NA	TU0-14618	NA
1290	PWY-5436	LTAA-CPLX	NA	TU0-13075	NA
1290	PWY-5436	LTAA-CPLX	NA	TU0-14618	NA
56	PWY-7545	PYRUVOXID-CPLX	NA	TU541	Cra
56	PWY-7545	PYRUVOXID-CPLX	NA	TU0-13075	Cra
56	PWY-7545	PYRUVOXID-CPLX	NA	TU0-42650	Cra
56	PWY-7545	PYRUVOXID-CPLX	NA	TU541	SoxS
56	PWY-7545	PYRUVOXID-CPLX	NA	TU0-13075	SoxS
56	PWY-7545	PYRUVOXID-CPLX	NA	TU0-42650	SoxS
56	PWY-7545	PYRUVOXID-CPLX	NA	TU541	MarA
56	PWY-7545	PYRUVOXID-CPLX	NA	TU0-13075	MarA
56	PWY-7545	PYRUVOXID-CPLX	NA	TU0-42650	MarA
56	PWY-7544	PYRUVOXID-CPLX	NA	TU541	Cra
56	PWY-7544	PYRUVOXID-CPLX	NA	TU0-13075	Cra
56	PWY-7544	PYRUVOXID-CPLX	NA	TU0-42650	Cra
56	PWY-7544	PYRUVOXID-CPLX	NA	TU541	SoxS
56	PWY-7544	PYRUVOXID-CPLX	NA	TU0-13075	SoxS
56	PWY-7544	PYRUVOXID-CPLX	NA	TU0-42650	SoxS
56	PWY-7544	PYRUVOXID-CPLX	NA	TU541	MarA
56	PWY-7544	PYRUVOXID-CPLX	NA	TU0-13075	MarA
56	PWY-7544	PYRUVOXID-CPLX	NA	TU0-42650	MarA
3127	NA	NA	NA	TU0-7021	FNR
3127	NA	NA	NA	TU0-14451	FNR
3127	NA	NA	NA	TU0-42650	FNR
3127	NA	NA	NA	TU0-7021	NarL
3127	NA	NA	NA	TU0-14451	NarL
3127	NA	NA	NA	TU0-42650	NarL
3127	NA	NA	NA	TU0-7021	OxyR
3127	NA	NA	NA	TU0-14451	OxyR
3127	NA	NA	NA	TU0-42650	OxyR
3127	NA	NA	NA	TU0-7021	NsrR
3127	NA	NA	NA	TU0-14451	NsrR
3127	NA	NA	NA	TU0-42650	NsrR
3127	NA	NA	NA	TU0-7021	NarP
3127	NA	NA	NA	TU0-14451	NarP
3127	NA	NA	NA	TU0-42650	NarP
755	NA	NA	NA	TU0-13076	ArgR
3525	NA	CPLX0-7653	NA	TU0-1106	NA
150	NA	NA	NA	TU0-8670	NA
841	NA	NA	NA	TU0-8513	NA
1074	NA	TRANS-200-CPLX	NA	TU0-14298	NA
1156	NA	TRANS-200-CPLX	NA	TU0-8349	NA
1156	NA	TRANS-200-CPLX	NA	TU0-8350	NA
1156	NA	TRANS-200-CPLX	NA	TU0-14298	NA
2280	NA	CPLX0-3301	NA	TU0-6486	CRP
2280	NA	CPLX0-3301	NA	TU0-6486	H-NS
2280	NA	CPLX0-3301	NA	TU0-6486	MqsA
829	NA	NA	NA	TU0-14357	NA
440	NA	CPLX0-881	NA	TU00446	NA
440	NA	CPLX0-881	NA	TU00447	NA
440	NA	CPLX0-881	NA	TU00445	NA
440	NA	CPLX0-3104	NA	TU00446	NA
440	NA	CPLX0-3104	NA	TU00447	NA
440	NA	CPLX0-3104	NA	TU00445	NA
440	NA	CPLX0-3108	NA	TU00446	NA
440	NA	CPLX0-3108	NA	TU00447	NA
440	NA	CPLX0-3108	NA	TU00445	NA
3450	NA	NA	NA	TU0-42662	NA
3450	NA	NA	NA	TU-8389	NA
3450	NA	NA	NA	TU-8390	NA
2481	PWY-7801	NA	NA	TU0-13077	NA
3394	NA	ABC-6-CPLX	NA	TU00254	ArcA
3394	NA	ABC-6-CPLX	NA	TU00254	FNR
3394	NA	ABC-6-CPLX	NA	TU00254	NarL
3826	NA	ABC-6-CPLX	NA	TU00254	ArcA
3826	NA	ABC-6-CPLX	NA	TU00254	FNR
3826	NA	ABC-6-CPLX	NA	TU00254	NarL
2035	THIOREDOX-PWY	THIOREDOXIN-REDUCT-NADPH-CPLX	NA	TU0-13078	NA
383	NA	NA	NA	TU00181	H-NS
383	NA	NA	NA	TU00181	Lrp
383	NA	NA	NA	TU00181	NsrR
383	NA	NA	NA	TU00181	GadE
383	NA	NA	NA	TU00181	RcsB
3433	NA	NA	NA	TU0-14447	LexA
3433	NA	NA	NA	TU0-14448	LexA
3464	NA	NA	NA	TU0-13079	RcsB
3464	NA	NA	NA	TU0-13079	RcsB-BglJ
3464	NA	NA	NA	TU0-13079	GadE
3510	NA	NA	NA	TU0-13079	RcsB
3510	NA	NA	NA	TU0-13079	RcsB-BglJ
3510	NA	NA	NA	TU0-13079	GadE
3512	NA	NA	NA	TU0-13079	RcsB
3512	NA	NA	NA	TU0-13079	RcsB-BglJ
3512	NA	NA	NA	TU0-13079	GadE
995	NA	NA	NA	TU0-13079	RcsB
995	NA	NA	NA	TU0-13079	RcsB-BglJ
995	NA	NA	NA	TU0-13079	GadE
3398	PWY0-901	SERS-CPLX	NA	TU0-13080	NA
3398	TRNA-CHARGING-PWY	SERS-CPLX	NA	TU0-13080	NA
3608	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU00019	Fis
3608	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU0-1122	Fis
3608	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU00019	FNR
3608	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU0-1122	FNR
3608	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU00019	IHF
3608	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU0-1122	IHF
3608	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU00019	NarL
3608	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU0-1122	NarL
3608	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU00019	ModE
3608	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU0-1122	ModE
3608	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU00019	Fis
3608	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU0-1122	Fis
3608	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU00019	FNR
3608	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU0-1122	FNR
3608	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU00019	IHF
3608	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU0-1122	IHF
3608	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU00019	NarL
3608	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU0-1122	NarL
3608	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU00019	ModE
3608	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU0-1122	ModE
3608	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU00019	Fis
3608	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU0-1122	Fis
3608	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU00019	FNR
3608	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU0-1122	FNR
3608	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU00019	IHF
3608	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU0-1122	IHF
3608	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU00019	NarL
3608	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU0-1122	NarL
3608	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU00019	ModE
3608	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU0-1122	ModE
2504	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU00019	Fis
2504	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU0-1122	Fis
2504	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU00019	FNR
2504	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU0-1122	FNR
2504	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU00019	IHF
2504	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU0-1122	IHF
2504	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU00019	NarL
2504	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU0-1122	NarL
2504	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU00019	ModE
2504	PWY0-1577	DIMESULFREDUCT-CPLX	NA	TU0-1122	ModE
2504	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU00019	Fis
2504	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU0-1122	Fis
2504	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU00019	FNR
2504	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU0-1122	FNR
2504	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU00019	IHF
2504	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU0-1122	IHF
2504	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU00019	NarL
2504	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU0-1122	NarL
2504	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU00019	ModE
2504	PWY0-1356	DIMESULFREDUCT-CPLX	NA	TU0-1122	ModE
2504	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU00019	Fis
2504	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU0-1122	Fis
2504	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU00019	FNR
2504	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU0-1122	FNR
2504	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU00019	IHF
2504	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU0-1122	IHF
2504	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU00019	NarL
2504	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU0-1122	NarL
2504	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU00019	ModE
2504	PWY0-1348	DIMESULFREDUCT-CPLX	NA	TU0-1122	ModE
1069	NA	CPLX0-661	NA	TU-8382	NA
1148	NA	NA	NA	TU0-13081	NA
641	NA	NA	NA	TU0-8674	NA
717	NA	NA	NA	TU0-8673	NA
155	NA	NA	NA	TU0-13083	NA
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00383	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00382	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00379	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00380	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00377	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00384	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00381	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00378	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00383	CRP
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00382	CRP
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00379	CRP
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00380	CRP
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00377	CRP
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00384	CRP
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00381	CRP
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00378	CRP
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00383	Fis
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00382	Fis
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00379	Fis
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00380	Fis
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00377	Fis
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00384	Fis
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00381	Fis
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00378	Fis
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00383	FNR
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00382	FNR
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00379	FNR
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00380	FNR
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00377	FNR
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00384	FNR
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00381	FNR
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00378	FNR
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00383	IHF
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00382	IHF
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00379	IHF
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00380	IHF
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00377	IHF
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00384	IHF
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00381	IHF
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00378	IHF
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00383	NarL
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00382	NarL
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00379	NarL
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00380	NarL
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00377	NarL
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00384	NarL
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00381	NarL
232	THREOCAT-PWY	PYRUVFORMLY-INACTIVE-CPLX	NA	TU00378	NarL
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00383	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00382	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00379	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00380	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00377	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00384	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00381	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00378	ArcA
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00383	CRP
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00382	CRP
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00379	CRP
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00380	CRP
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00377	CRP
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00384	CRP
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00381	CRP
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00378	CRP
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00383	Fis
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00382	Fis
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00379	Fis
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00380	Fis
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00377	Fis
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00384	Fis
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00381	Fis
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00378	Fis
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00383	FNR
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00382	FNR
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00379	FNR
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00380	FNR
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00377	FNR
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00384	FNR
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00381	FNR
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00378	FNR
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00383	IHF
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00382	IHF
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00379	IHF
232	THREOCAT-PWY	PYRUVFORMLY-CPLX	NA	TU00380	IHF
